"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"TX","Texas","Titus County, Texas",48449,18937,7302,39,4196,22,6894,36,12339,65,11879,63,7325,39,9330,49,9511,50,12047,64,7194,38,9525,50,4372,23,7232,38,7634,40,5321,28,6332,33,8982,47,9936,52,6739,36,8953,47,8811,47,7126,38,8515,45,7189,38,10085,53,5910,31,7393,39,11032,58
"TX","Texas","Tom Green County, Texas",48451,69299,30337,44,16600,24,42102,61,27331,39,50307,73,18911,27,40984,59,27586,40,52189,75,17001,25,42333,61,13294,19,32869,47,24834,36,26631,38,24287,35,36360,52,33127,48,24601,35,36658,53,34798,50,26361,38,35836,52,23958,35,41613,60,18002,26,28582,41,40348,58
"TX","Texas","Travis County, Texas",48453,661131,276596,42,194612,29,466088,70,193688,29,507071,77,149634,23,448286,68,204125,31,533597,81,124501,19,474998,72,95403,14,386674,58,178183,27,340182,51,189843,29,402660,61,259902,39,269764,41,331171,50,376089,57,225314,34,399411,60,191677,29,429108,65,139594,21,324831,49,336509,51
"TX","Texas","Trinity County, Texas",48455,10090,4441,44,2177,22,5362,53,4801,48,6856,68,3326,33,5297,52,4784,47,7221,72,2943,29,5348,53,2400,24,3996,40,4265,42,3026,30,3972,39,4300,43,5837,58,2863,28,5874,58,4318,43,4439,44,4310,43,4301,43,5354,53,3268,32,3604,36,6416,64
"TX","Texas","Tyler County, Texas",48457,15387,6693,43,3604,23,9076,59,6412,42,10878,71,4568,30,8671,56,6634,43,11408,74,3947,26,8914,58,3161,21,6796,44,5890,38,5479,36,5526,36,7353,48,8097,53,4800,31,8643,56,7132,46,6326,41,7269,47,5907,38,8655,56,4495,29,6050,39,9229,60
"TX","Texas","Upshur County, Texas",48459,26485,11058,42,6693,25,16173,61,10439,39,19254,73,7289,28,15644,59,10660,40,20121,76,6352,24,15628,59,5353,20,11899,45,10077,38,9785,37,9583,36,13281,50,13312,50,8526,32,14804,56,12705,48,10637,40,13019,49,9815,37,15319,58,7290,28,10745,41,15597,59
"TX","Texas","Upton County, Texas",48461,2129,923,43,486,23,1234,58,901,42,1513,71,611,29,1229,58,869,41,1550,73,565,27,1279,60,406,19,1022,48,729,34,785,37,703,33,1141,54,991,47,798,37,1051,49,1090,51,758,36,1102,52,711,33,1252,59,555,26,909,43,1201,56
"TX","Texas","Uvalde County, Texas",48463,16296,7913,49,3064,19,9366,57,6967,43,11163,69,5046,31,8921,55,7160,44,11668,72,4476,27,9816,60,2992,18,7508,46,5784,35,5773,35,5420,33,8639,53,7693,47,6209,38,7853,48,8251,51,5716,35,8302,51,5407,33,9480,58,4255,26,6837,42,9366,57
"TX","Texas","Val Verde County, Texas",48465,29004,14047,48,5407,19,17630,61,11298,39,20552,71,8114,28,16620,57,11715,40,20967,72,7610,26,18481,64,4642,16,14520,50,9505,33,10949,38,8863,31,16727,58,12314,42,12190,42,12632,44,15748,54,8831,30,15861,55,8229,28,17596,61,6536,23,13077,45,15777,54
"TX","Texas","Van Zandt County, Texas",48467,36011,15091,42,8941,25,21347,59,14850,41,25850,72,10330,29,20726,58,15065,42,26889,75,9124,25,20703,57,7892,22,16225,45,13494,37,12727,35,13460,37,17302,48,18846,52,11111,31,20659,57,16780,47,15021,42,17111,48,14109,39,20472,57,10617,29,14013,39,21792,61
"TX","Texas","Victoria County, Texas",48469,56137,25535,45,12100,22,32845,59,23188,41,39846,71,16222,29,31661,56,23936,43,41092,73,14830,26,33972,61,11074,20,26743,48,19997,36,20567,37,19616,35,29009,52,27306,49,20037,36,28891,51,27701,49,20904,37,28300,50,19326,34,32887,59,15102,27,23425,42,32500,58
"TX","Texas","Walker County, Texas",48471,43303,19200,44,9753,23,23659,55,19705,46,29362,68,13989,32,23316,54,19779,46,31098,72,12400,29,24019,55,9259,21,17914,41,17568,41,14025,32,15898,37,19217,44,24252,56,13390,31,23924,55,19389,45,17858,41,19613,45,17055,39,23427,54,13007,30,16151,37,26931,62
"TX","Texas","Waller County, Texas",48473,24843,10717,43,5701,23,14731,59,10131,41,17893,72,6855,28,14477,58,10065,41,18330,74,6433,26,14916,60,4612,19,11793,47,8824,36,9034,36,8363,34,12687,51,12218,49,8820,36,12561,51,12384,50,8956,36,12507,50,8415,34,14287,58,6410,26,10483,42,14216,57
"TX","Texas","Ward County, Texas",48475,6765,2901,43,1377,20,3120,46,3694,55,4452,66,2346,35,3488,52,3211,47,4553,67,2253,33,3605,53,1498,22,2786,41,2643,39,1997,30,2368,35,3251,48,3519,52,2385,35,3313,49,3197,47,2526,37,3129,46,2507,37,3687,54,1998,30,2638,39,4025,59
"TX","Texas","Washington County, Texas",48477,22474,9845,44,5242,23,12854,57,9856,44,15595,69,6928,31,12610,56,9816,44,16598,74,5872,26,12646,56,4476,20,9477,42,9146,41,7978,35,8100,36,10644,47,11904,53,7220,32,12359,55,10543,47,9125,41,10737,48,8674,39,12935,58,6339,28,8869,39,13434,60
"TX","Texas","Webb County, Texas",48479,134956,66408,49,23665,18,82607,61,51211,38,95642,71,37111,27,77758,58,53400,40,97373,72,35589,26,86425,64,21193,16,70584,52,41652,31,49898,37,40932,30,80150,59,54813,41,60176,45,55040,41,75799,56,37887,28,76032,56,35709,26,82777,61,28931,21,62245,46,72204,54
"TX","Texas","Wharton County, Texas",48481,26499,11691,44,5858,22,16131,61,10406,39,19131,72,7225,27,15495,58,10625,40,19567,74,6689,25,16166,61,4648,18,12677,48,9235,35,9884,37,8578,32,14021,53,12537,47,9761,37,12989,49,13504,51,9207,35,13640,51,8598,32,15545,59,6622,25,11469,43,14843,56
"TX","Texas","Wheeler County, Texas",48483,3715,1574,42,919,25,2176,59,1563,42,2653,71,1071,29,2151,58,1538,41,2762,74,945,25,2201,59,765,21,1722,46,1336,36,1376,37,1321,36,1883,51,1842,50,1246,34,2032,55,1805,49,1479,40,1847,50,1377,37,2161,58,1049,28,1512,41,2175,59
"TX","Texas","Wichita County, Texas",48485,82540,35509,43,20287,25,49998,61,32814,40,59584,72,23099,28,48252,58,33761,41,62017,75,20366,25,48887,59,16414,20,37605,46,29692,36,30811,37,29647,36,40955,50,41831,51,27430,33,45589,55,40020,48,33037,40,41131,50,30938,37,47827,58,24072,29,33465,41,48665,59
"TX","Texas","Wilbarger County, Texas",48487,8463,2974,35,2221,26,3426,40,5151,61,5682,67,2883,34,4563,54,3830,45,5665,67,2941,35,4371,52,1943,23,3499,41,3138,37,2590,31,2835,33,4163,49,4284,51,3026,36,4100,48,4088,48,3144,37,4008,47,3113,37,4658,55,2495,29,3402,40,4845,57
"TX","Texas","Willacy County, Texas",48489,13454,6214,46,2450,18,7572,56,5697,42,9390,70,3875,29,7487,56,5596,42,9326,69,4053,30,7670,57,2649,20,6394,48,4666,35,4086,30,4586,34,6996,52,6456,48,5341,40,5930,44,6974,52,4164,31,6824,51,4152,31,7649,57,3257,24,5536,41,7891,59
"TX","Texas","Williamson County, Texas",48491,272350,113971,42,76061,28,171317,63,102421,38,203747,75,68929,25,168788,62,102287,38,210624,77,60882,22,172042,63,54046,20,135314,50,94526,35,113966,42,97861,36,145327,53,127848,47,95890,35,153428,56,139378,51,108834,40,147174,54,98323,36,169865,62,71884,26,115351,42,156939,58
"TX","Texas","Wilson County, Texas",48493,28480,12667,44,6694,24,17543,62,10948,38,20471,72,7930,28,16682,59,11521,40,21297,75,6969,24,17401,61,5651,20,13837,49,9915,35,10964,38,9987,35,15012,53,13538,48,10201,36,15073,53,14358,50,10834,38,14756,52,10022,35,16904,59,7702,27,11867,42,16492,58
"TX","Texas","Winkler County, Texas",48495,4361,2030,47,836,19,2364,54,2016,46,2961,68,1402,32,2326,53,1983,45,3070,70,1274,29,2509,58,870,20,1933,44,1623,37,1421,33,1503,34,2196,50,2176,50,1557,36,2165,50,2109,48,1606,37,2099,48,1543,35,2457,56,1213,28,1763,40,2560,59
"TX","Texas","Wise County, Texas",48497,38885,16690,43,9304,24,21643,56,17492,45,27137,70,12032,31,21539,55,17225,44,28524,73,10570,27,21922,56,8981,23,16950,44,15047,39,13136,34,15001,39,18038,46,21010,54,11760,30,22627,58,17575,45,16921,44,17907,46,15903,41,21774,56,11973,31,14458,37,24193,62
"TX","Texas","Wood County, Texas",48499,30295,13034,43,7428,25,17857,59,12690,42,21374,71,9090,30,17225,57,12997,43,22574,75,7669,25,17792,59,6389,21,13265,44,11706,39,11098,37,11140,37,14656,48,15779,52,9309,31,17512,58,14022,46,12874,42,14379,47,12064,40,17346,57,8907,29,11776,39,18318,60
"TX","Texas","Yoakum County, Texas",48501,4787,2046,43,1026,21,2365,49,2483,52,3218,67,1580,33,2593,54,2134,45,3284,69,1477,31,2809,59,870,18,2188,46,1655,35,1708,36,1425,30,2643,55,2142,45,1920,40,2139,45,2482,52,1596,33,2472,52,1524,32,2780,58,1264,26,2105,44,2582,54
"TX","Texas","Young County, Texas",48503,12642,5435,43,2932,23,6700,53,6065,48,8620,68,4141,33,6797,54,5832,46,9102,72,3612,29,6931,55,2941,23,5238,41,5053,40,4110,33,4823,38,5769,46,6921,55,3810,30,7262,57,5641,45,5470,43,5700,45,5235,41,6945,55,4009,32,4690,37,7840,62
"TX","Texas","Zapata County, Texas",48505,7713,3798,49,1248,16,4387,57,3280,43,5251,68,2361,31,4189,54,3331,43,5332,69,2281,30,4518,59,1318,17,3706,48,2603,34,2547,33,2389,31,4203,54,3512,46,3193,41,3238,42,4076,53,2273,29,4002,52,2223,29,4476,58,1799,23,3317,43,4345,56
"TX","Texas","Zavala County, Texas",48507,6733,3462,51,1071,16,4028,60,2702,40,4638,69,2004,30,3718,55,2862,43,4768,71,1826,27,4275,63,1003,15,3326,49,2181,32,2519,37,1941,29,3942,59,2796,42,2950,44,2756,41,3698,55,1943,29,3693,55,1822,27,4043,60,1500,22,3094,46,3589,53
"UT","Utah","Beaver County, Utah",49001,3822,1559,41,978,26,1831,48,2038,53,2461,64,1411,37,1872,49,1952,51,2696,71,1163,30,1915,50,1146,30,1462,38,1654,43,1046,27,1705,45,1464,38,2369,62,1024,27,2381,62,1533,40,1892,50,1509,39,1841,48,1835,48,1455,38,1278,33,2533,66
"UT","Utah","Box Elder County, Utah",49003,28720,12030,42,7579,26,15226,53,13955,49,18976,66,10072,35,14713,51,14067,49,20585,72,7967,28,15912,55,7371,26,11862,41,11894,41,9394,33,11789,41,12231,43,16589,58,8257,29,17499,61,12278,43,13611,47,12372,43,12606,44,14537,51,9957,35,10503,37,18123,63
"UT","Utah","Cache County, Utah",49005,56998,24186,42,15804,28,31266,55,26735,47,37629,66,19902,35,30043,53,27179,48,42359,74,14699,26,33398,59,13880,24,25204,44,21680,38,20626,36,22791,40,25598,45,31646,56,16797,29,35084,62,24966,44,27142,48,25744,45,24739,43,30315,53,19530,34,21598,38,35316,62
"UT","Utah","Carbon County, Utah",49007,13288,4904,37,3985,30,7482,56,5961,45,9405,71,3930,30,7580,57,5544,42,9869,74,3347,25,7628,57,3091,23,6223,47,4726,36,4778,36,4931,37,6602,50,6696,50,4482,34,7357,55,6405,48,5511,41,6425,48,5157,39,7169,54,4197,32,5482,41,7702,58
"UT","Utah","Daggett County, Utah",49009,666,247,37,205,31,372,56,300,45,463,69,207,31,368,55,291,44,489,73,176,26,374,56,167,25,300,45,249,37,226,34,257,39,303,45,364,55,203,31,390,59,303,46,292,44,304,46,277,42,344,52,226,34,255,38,407,61
"UT","Utah","Davis County, Utah",49011,172905,69772,40,50783,29,96695,56,78050,45,116179,67,57846,33,93319,54,80286,46,129173,75,43975,25,96888,56,43524,25,73073,42,68717,40,61347,35,71024,41,73662,43,99479,58,51477,30,106486,62,76969,45,82606,48,78303,45,78759,46,90152,52,61673,36,63643,37,109060,63
"UT","Utah","Duchesne County, Utah",49013,10594,4356,41,2706,26,5237,49,5486,52,6847,65,3882,37,5207,49,5391,51,7506,71,3176,30,5395,51,3068,29,4108,39,4531,43,2971,28,4624,44,4123,39,6508,61,2851,27,6573,62,4296,41,5177,49,4238,40,5014,47,5119,48,3985,38,3592,34,6970,66
"UT","Utah","Emery County, Utah",49015,6602,2346,36,1784,27,2226,34,4547,69,3929,60,2847,43,2995,45,3640,55,4253,64,2468,37,3153,48,1930,29,2324,35,2895,44,1739,26,2596,39,2691,41,3906,59,1978,30,3708,56,2726,41,3099,47,2615,40,3086,47,3145,48,2548,39,2337,35,4109,62
"UT","Utah","Garfield County, Utah",49017,3460,1467,42,915,26,1863,54,1663,48,2281,66,1219,35,1778,51,1690,49,2537,73,918,27,1953,56,853,25,1447,42,1375,40,1184,34,1374,40,1520,44,1952,56,1012,29,2105,61,1498,43,1637,47,1520,44,1520,44,1783,52,1221,35,1294,37,2147,62
"UT","Utah","Grand County, Utah",49019,6240,2495,40,1860,30,3835,61,2505,40,4433,71,1827,29,3602,58,2598,42,4767,76,1400,22,3894,62,1283,21,3061,49,2103,34,2576,41,2192,35,3223,52,3030,49,2111,34,3542,57,3059,49,2604,42,3151,51,2322,37,3508,56,1871,30,2680,43,3524,56
"UT","Utah","Iron County, Utah",49021,24136,9859,41,6871,28,13596,56,10895,45,16377,68,7796,32,13035,54,11014,46,17899,74,6077,25,13824,57,5870,24,10335,43,9218,38,8517,35,9677,40,10784,45,13292,55,7240,30,14629,61,10780,45,11184,46,10977,45,10387,43,12586,52,8313,34,9137,38,14844,62
"UT","Utah","Juab County, Utah",49023,5662,2329,41,1428,25,2698,48,3086,55,3615,64,2138,38,2761,49,2915,51,3989,70,1691,30,2983,53,1495,26,2207,39,2371,42,1724,30,2277,40,2367,42,3311,58,1624,29,3380,60,2365,42,2689,47,2343,41,2565,45,2793,49,2087,37,2047,36,3558,63
"UT","Utah","Kane County, Utah",49025,5011,2032,41,1459,29,2906,58,2184,44,3471,69,1572,31,2783,56,2222,44,3791,76,1198,24,2966,59,1187,24,2282,46,1845,37,1880,38,1963,39,2352,47,2673,53,1541,31,3027,60,2290,46,2289,46,2355,47,2091,42,2710,54,1649,33,1974,39,3023,60
"UT","Utah","Millard County, Utah",49027,7511,2721,36,2036,27,2623,35,5093,68,4505,60,3191,42,3450,46,4091,54,4883,65,2741,36,3658,49,2126,28,2731,36,3181,42,2125,28,2816,37,3222,43,4283,57,2366,31,4110,55,3211,43,3413,45,3109,41,3368,45,3624,48,2908,39,2771,37,4554,61
"UT","Utah","Morgan County, Utah",49029,5402,2172,40,1498,28,2556,47,2947,55,3435,64,2051,38,2674,49,2768,51,3837,71,1611,30,2775,51,1609,30,2057,38,2335,43,1616,30,2374,44,2121,39,3297,61,1449,27,3434,64,2187,40,2744,51,2199,41,2638,49,2649,49,2115,39,1836,34,3539,66
"UT","Utah","Piute County, Utah",49031,1124,473,42,282,25,570,51,575,51,728,65,412,37,556,49,571,51,803,71,323,29,600,53,292,26,447,40,469,42,347,31,456,41,466,41,662,59,314,28,683,61,468,42,535,48,466,41,508,45,555,49,410,37,403,36,713,63
"UT","Utah","Rich County, Utah",49033,1377,586,43,349,25,706,51,698,51,890,65,507,37,682,50,700,51,994,72,385,28,741,54,364,26,545,40,577,42,434,32,570,41,568,41,814,59,380,28,855,62,568,41,676,49,570,41,637,46,683,50,511,37,490,36,879,64
"UT","Utah","Salt Lake County, Utah",49035,623940,248145,40,187524,30,372746,60,262421,42,441923,71,181087,29,357847,57,260748,42,481483,77,140899,23,381432,61,127933,21,311113,50,216202,35,238157,38,237790,38,316307,51,309490,50,209939,34,356940,57,304736,49,256006,41,313250,50,224067,36,349489,56,176095,28,253258,41,367711,59
"UT","Utah","San Juan County, Utah",49037,8198,3433,42,2033,25,4250,52,4105,50,5333,65,2953,36,4147,51,4018,49,5847,71,2352,29,4850,59,1730,21,3632,44,2979,36,2847,35,2852,35,4060,50,4156,51,2896,35,4384,53,4002,49,3370,41,4010,49,3101,38,4436,54,2632,32,3446,42,4654,57
"UT","Utah","Sanpete County, Utah",49039,15076,6253,41,4225,28,8935,59,6363,42,10416,69,4739,31,8299,55,6709,44,11338,75,3607,24,8983,60,3401,23,6937,46,5494,36,5689,38,5653,37,7206,48,7914,52,4751,32,8862,59,6971,46,6676,44,7129,47,6071,40,8111,54,4863,32,6044,40,8973,60
"UT","Utah","Sevier County, Utah",49041,12524,4988,40,3460,28,6785,54,5889,47,8504,68,4125,33,6637,53,5843,47,9182,73,3353,27,6815,54,3336,27,5318,42,4963,40,3998,32,5210,42,5347,43,7213,58,3593,29,7622,61,5402,43,5859,47,5410,43,5548,44,6378,51,4368,35,4582,37,7906,63
"UT","Utah","Summit County, Utah",49043,23981,8952,37,8456,35,15619,65,8596,36,17736,74,6204,26,14946,62,8861,37,18889,79,4882,20,15596,65,4947,21,12773,53,7369,31,10757,45,8564,36,12875,54,11136,46,8338,35,13881,58,12299,51,9851,41,12925,54,8644,36,14127,59,6787,28,10549,44,13419,56
"UT","Utah","Tooele County, Utah",49045,32596,13534,42,9167,28,19931,61,13191,40,22792,70,9915,30,18350,56,14087,43,24756,76,7425,23,19860,61,7083,22,15517,48,11618,36,12942,40,11734,36,16481,51,16184,50,10964,34,18532,57,15783,48,13835,42,16189,50,12523,38,17969,55,10350,32,13939,43,18510,57
"UT","Utah","Uintah County, Utah",49047,18855,6721,36,5472,29,8653,46,10488,56,12485,66,6597,35,9780,52,8948,47,13132,70,5871,31,9866,52,5080,27,7959,42,7270,39,5678,30,7337,39,8396,45,10459,55,5962,32,10538,56,8494,45,8195,43,8334,44,7937,42,9578,51,6497,34,7175,38,11435,61
"UT","Utah","Utah County, Utah",49049,251855,106522,42,71324,28,144300,57,110788,44,168606,67,84291,33,132789,53,119842,48,193776,77,60018,24,142502,57,68470,27,114033,45,95122,38,94980,38,98604,39,111656,44,140773,56,76823,31,155616,62,113400,45,123364,49,116317,46,115082,46,128460,51,103618,41,97458,39,154374,61
"UT","Utah","Wasatch County, Utah",49051,13816,5681,41,3963,29,7911,57,6076,44,9495,69,4418,32,7567,55,6232,45,10381,75,3419,25,8068,58,3394,25,6020,44,5194,38,4992,36,5414,39,6311,46,7540,55,4238,31,8312,60,6258,45,6332,46,6419,46,5847,42,7390,53,4666,34,5306,38,8470,61
"UT","Utah","Washington County, Utah",49053,84113,34753,41,23106,27,46435,55,38639,46,56728,67,27680,33,44342,53,39623,47,61458,73,22138,26,45103,54,23510,28,35850,43,32419,39,27167,32,35641,42,35529,42,48776,58,24539,29,51691,61,36632,44,40005,48,36990,44,38025,45,43175,51,30068,36,30767,37,53187,63
"UT","Utah","Wayne County, Utah",49055,1792,719,40,551,31,1141,64,683,38,1291,72,506,28,1059,59,722,40,1393,78,374,21,1151,64,354,20,905,50,587,33,788,44,619,35,953,53,842,47,614,34,1028,57,893,50,753,42,930,52,657,37,1029,57,527,29,789,44,993,55
"UT","Utah","Weber County, Utah",49057,137903,55054,40,39525,29,81346,59,55774,40,96564,70,40905,30,78227,57,58167,42,103242,75,33589,24,81790,59,31104,23,67601,49,47607,35,49396,36,53582,39,66269,48,72068,52,44065,32,79320,58,64463,47,58714,43,65657,48,52667,38,75251,55,41646,30,56450,41,81728,59
"VT","Vermont","Addison County, Vermont",50001,24691,11589,47,6364,26,18880,76,5307,21,20374,83,3916,16,17471,71,6866,28,20555,83,3598,15,17925,73,2835,11,14102,57,6935,28,13266,54,6709,27,15711,64,8950,36,9286,38,13448,54,14399,58,8290,34,15282,62,6948,28,17834,72,4500,18,11804,48,12609,51
"VT","Vermont","Bennington County, Vermont",50003,26155,12729,49,5953,23,18261,70,7190,27,20563,79,5232,20,17077,65,8850,34,21007,80,4744,18,17320,66,3856,15,12736,49,8931,34,11697,45,8362,32,14509,55,11643,45,8555,33,15241,58,13706,52,10153,39,14385,55,9077,35,17763,68,5853,22,10830,41,15043,58
"VT","Vermont","Caledonia County, Vermont",50005,21505,10025,47,5197,24,15604,73,5279,25,17395,81,3784,18,14629,68,6559,30,17477,81,3662,17,14325,67,3030,14,10996,51,6804,32,9869,46,6701,31,12463,58,9024,42,7373,34,12139,56,11729,55,7811,36,12253,57,6910,32,14755,69,4409,21,9342,43,11959,56
"VT","Vermont","Chittenden County, Vermont",50007,101207,46860,46,27476,27,77437,77,21270,21,83343,82,16260,16,71871,71,28087,28,84489,83,14817,15,72303,71,12793,13,55909,55,29523,29,53554,53,29046,29,64134,63,36991,37,37875,37,56311,56,58966,58,35275,35,63067,62,29615,29,74556,74,17858,18,47041,46,53146,53
"VT","Vermont","Essex County, Vermont",50009,4686,2268,48,991,21,3228,69,1319,28,3674,78,949,20,2995,64,1627,35,3699,79,908,19,2985,64,714,15,2226,47,1658,35,1930,41,1496,32,2524,54,2161,46,1501,32,2671,57,2409,51,1780,38,2479,53,1627,35,3096,66,1062,23,1901,41,2726,58
"VT","Vermont","Franklin County, Vermont",50011,32617,15709,48,7272,22,23037,71,8656,27,25910,79,6250,19,21444,66,10747,33,26178,80,5901,18,21633,66,4714,14,15907,49,11246,34,14304,44,10205,31,18164,56,14427,44,10871,33,18585,57,17299,53,12303,38,17976,55,11138,34,21962,67,7353,23,13641,42,18595,57
"VT","Vermont","Grand Isle County, Vermont",50013,5162,2380,46,1330,26,3894,75,1129,22,4244,82,834,16,3630,70,1451,28,4267,83,795,15,3626,70,669,13,2844,55,1527,30,2593,50,1520,29,3151,61,2003,39,1874,36,2871,56,2941,57,1807,35,3105,60,1557,30,3668,71,992,19,2356,46,2757,53
"VT","Vermont","Lamoille County, Vermont",50015,16742,7630,46,4421,26,12601,75,3670,22,13787,82,2690,16,11739,70,4767,28,13845,83,2605,16,11436,68,2198,13,8929,53,5222,31,8245,49,5009,30,10015,60,6690,40,5995,36,9388,56,9484,57,5918,35,10018,60,5156,31,11830,71,3336,20,7569,45,9024,54
"VT","Vermont","Orange County, Vermont",50017,20553,10039,49,4596,22,14229,69,5835,28,16220,79,4074,20,13360,65,7002,34,16528,80,3740,18,13566,66,2978,14,9570,47,7513,37,9204,45,6544,32,11295,55,9251,45,6714,33,11915,58,10744,52,8028,39,11261,55,7131,35,13900,68,4686,23,8479,41,11844,58
"VT","Vermont","Orleans County, Vermont",50019,19355,9364,48,4176,22,13401,69,5364,28,15130,78,3958,20,12423,64,6701,35,15279,79,3727,19,12568,65,2930,15,9233,48,6650,34,7997,41,6260,32,10542,54,8819,46,6201,32,11098,57,9970,52,7378,38,10338,53,6683,35,12947,67,4318,22,7861,41,11274,58
"VT","Vermont","Rutland County, Vermont",50021,43536,20215,46,10560,24,31511,72,10744,25,35053,81,7811,18,29456,68,13483,31,35410,81,7447,17,29100,67,6431,15,22121,51,14035,32,19510,45,13627,31,24758,57,18719,43,14765,34,24841,57,23607,54,15938,37,24637,57,14243,33,29948,69,9228,21,18781,43,24364,56
"VT","Vermont","Washington County, Vermont",50023,41716,19260,46,11016,26,31674,76,8984,22,34168,82,6866,16,29451,71,11736,28,34286,82,6388,15,29573,71,5290,13,23550,56,12179,29,21380,51,11954,29,25678,62,15970,38,15303,37,23041,55,23983,57,14378,34,25536,61,12238,29,30118,72,7887,19,19343,46,21997,53
"VT","Vermont","Windham County, Vermont",50025,31910,14684,46,8292,26,24170,76,6921,22,26277,82,5109,16,22548,71,8873,28,26411,83,4853,15,22641,71,3961,12,17753,56,9271,29,16382,51,9100,29,19782,62,12076,38,11772,37,17502,55,18371,58,10927,34,19410,61,9355,29,22805,71,6000,19,14825,46,16742,52
"VT","Vermont","Windsor County, Vermont",50027,41746,19263,46,10692,26,30870,74,9721,23,33879,81,7184,17,28925,69,12266,29,34315,82,6717,16,28517,68,5893,14,22062,53,13082,31,20206,48,12767,31,24668,59,17010,41,14695,35,23650,57,23296,56,15128,36,24552,59,13329,32,29196,70,8653,21,18448,44,22898,55
"VA","Virginia","Accomack County, Virginia",51001,23878,11121,47,4884,20,13482,56,9968,42,17267,72,6400,27,13286,56,10335,43,17732,74,5900,25,14157,59,3931,16,10710,45,9088,38,8358,35,7913,33,11513,48,12269,51,7840,33,12200,51,11446,48,8732,37,11352,48,8097,34,13818,58,5902,25,9533,40,14054,59
"VA","Virginia","Albemarle County, Virginia",51003,65425,28781,44,18160,28,40519,62,23800,36,49169,75,15851,24,40196,61,24973,38,51726,79,13422,21,42773,65,11112,17,31467,48,23335,36,29029,44,22524,34,34401,53,30782,47,21474,33,37315,57,32959,50,25982,40,34359,53,23380,36,41128,63,15697,24,26874,41,38186,58
"VA","Virginia","Alleghany County, Virginia",51005,11807,5193,44,2735,23,6279,53,5297,45,8410,71,3379,29,6466,55,5280,45,8725,74,3075,26,6410,54,2730,23,4681,40,5002,42,3724,32,4680,40,5097,43,6667,56,3274,28,6987,59,5176,44,5151,44,5117,43,4970,42,6454,55,3557,30,4148,35,7582,64
"VA","Virginia","Amelia County, Virginia",51007,8900,4183,47,1787,20,4919,55,3831,43,6277,71,2558,29,4802,54,4016,45,6515,73,2273,26,5144,58,1593,18,3695,42,3613,41,3069,34,3028,34,4046,45,4773,54,2756,31,4724,53,4101,46,3441,39,4046,45,3265,37,4988,56,2389,27,3425,38,5375,60
"VA","Virginia","Amherst County, Virginia",51009,22357,10002,45,5049,23,13163,59,8753,39,16480,74,5681,25,12907,58,9179,41,16878,75,5221,23,13263,59,4028,18,9898,44,8508,38,8188,37,7639,34,10838,48,11415,51,7175,32,11933,53,10791,48,8466,38,10750,48,7956,36,12966,58,5756,26,8959,40,13198,59
